Elias Pettersson,641020,Sweden U18,33,33,33,33,33,33,33,779,302,320
Frans Haara,596398,Skelleftea AIK J20,33,33,33,33,33,33,33,780,611,444
Yefim Belykh,709004,Avto Yekaterinburg,33,33,33,33,33,33,33,781,1236,980
Carl Jacobson,709207,Timra IK J18,33,33,33,33,33,33,33,782,1778,1424
Alvin Hagglund,571000,Multiple,33,33,33,33,33,33,33,783,1815,1260
Owen Kim,529818,Langley Rivermen,33,33,33,33,33,33,33,784,2741,1403
Danil Glushenkov,543186,Kuznetskie Medvedi,33,33,33,33,33,33,33,785,1476,1279
Vladislav Tyulenev,538009,MHK Dynamo Moskva,33,33,33,33,33,33,33,786,2780,1219
Lauri Raiman,535839,Finland U18,33,33,33,33,33,33,33,787,1602,1253
Ben Macdonald,694398,Noble & Greenough School,33,33,33,33,33,33,33,788,1963,1599
David Lindholm,591057,HC Vita Hasten J18,33,33,33,33,33,33,33,789,558,556
Frederic Grenon,662479,South Shore Kings,33,33,33,33,33,33,33,790,807,940
Aaron Aaltio,629866,Rice Memorial High,33,33,33,33,33,33,33,791,473,586
Matej Benes,559593,Mountfield HK U16,33,33,33,33,33,33,33,792,3438,2209
Spencer Bell,569267,Blackfalds Bulldogs,33,33,33,33,33,33,33,793,2253,1932
David Deputy,611353,Chicago Reapers 18U AAA,33,33,33,33,33,33,33,794,1896,1666
Viktor Smeds,643152,Rogle BK J18,33,33,33,33,33,33,33,795,622,503
Maximilian Heim,500425,Heilbronner Falken,33,33,33,33,33,33,33,796,658,738
Vladislav Filippov,712669,HK Belgorod,33,33,33,33,33,33,33,797,4470,4096
Ludwig Laband,406461,Mora IK J18,33,33,33,33,33,33,33,798,899,683
Marek Alscher,537884,Portland Winterhawks,33,33,33,33,33,33,33,799,195,251
Logan Larrea,671429,Islanders Hockey Club 18U AAA,33,33,33,33,33,33,33,800,1948,3009
Timur Shaikhutdinov,708409,Dizelist Penza,33,33,33,33,33,33,33,801,1627,1294
Nikita Golubtsov,620089,Amurskie Tigry Khabarovsk,33,33,33,33,33,33,33,802,1570,1785
Hank Cleaves,614390,Brunswick School,33,33,33,33,33,33,33,803,840,1375
Wiking Malmunger,599223,Karlskrona HK,33,33,33,33,33,33,33,804,964,1509
Garrett Brown,571957,Sioux City Musketeers,33,33,33,33,33,33,33,805,400,325
Nate Dowling,640815,Gilmour Academy,33,33,33,33,33,33,33,806,1023,1287
Michal Benes,615537,Mountfield HK U20,33,33,33,33,33,33,33,807,2713,1759
Adrian Misaljevic,738890,Kitchener Rangers,33,33,33,33,33,33,33,808,1049,931
Blake Kashark,512135,New York Aviators,33,33,33,33,33,33,33,809,4838,2697
Robin Sapousek,579263,Czechia U18,33,33,33,33,33,33,33,810,2366,2942
Hunter Mayo,565754,Red Deer Rebels,33,33,33,33,33,33,33,811,339,333
Edwin Sandahl,580734,BIK Karlskoga J18,33,33,33,33,33,33,33,812,1021,1647
Kirill Plokhov,709029,Stalnye Lisy Magnitogorsk,33,33,33,33,33,33,33,813,1389,867
Alex Kulikov,709165,Sokol Novocheboksarsk,33,33,33,33,33,33,33,814,734,983
Stefan Milosevic,486911,Frolunda HC,33,33,33,33,33,33,33,815,190,330
Jack Doda,658448,Crookston High,33,33,33,33,33,33,33,816,3198,3467
Maxim Muranov,690696,Calgary Hitmen,33,33,33,33,33,33,33,817,708,1186
Valtteri Siikala,709579,HIFK U18,33,33,33,33,33,33,33,818,687,542
Ville Ristiharju,696064,Karpat U18 Akatemia,33,33,33,33,33,33,33,819,653,849
Hudson Norris,476533,Olds Grizzlys,33,33,33,33,33,33,33,820,1794,1685
Eino Kauranen,709505,Kiekko-Espoo U18 Ch,33,33,33,33,33,33,33,821,5253,3869
Seamus Powell,626521,USNTDP Juniors,33,33,33,33,33,33,33,822,818,480
Sanzhar Tusupbekov,668163,Snezhnye Barsy Astana,33,33,33,33,33,33,33,823,1892,1661
Nathan Pilling,643373,Moose Jaw Warriors,33,33,33,33,33,33,33,824,452,662
Viggo Olsson,512494,HV71 J20,33,33,33,33,33,33,33,825,1188,1041
Justin David,578632,Campbellton Tigers,33,33,33,33,33,33,33,826,4409,4054
Kalle Stromback,705639,Pitea HC J18,33,33,33,33,33,33,33,827,3098,2758
Noah Heiderscheid,655501,Rum River Mallards,33,33,33,33,33,33,33,828,1903,2098
Alex Dahlgren,565375,Orebro HK J18,33,33,33,33,33,33,33,829,761,817
Doyle Coughlin,738508,Brewster Academy,33,33,33,33,33,33,33,830,607,498
Tamas Toth,642764,Islanders Hockey Club,33,33,33,33,33,33,33,831,1116,893
Emils Veckaktins,691682,Lugano U20,33,33,33,33,33,33,33,832,487,712
Aiden Dubinsky,526089,Tri-City Storm,33,33,33,33,33,33,33,833,297,339
Owen Hardy,638478,Lake Forest Academy,33,33,33,33,33,33,33,834,2231,1195
Eemeli Manni,686317,Multiple,33,33,33,33,33,33,33,835,2335,2189
Ludvig Markman,510067,Karlskrona HK,33,33,33,33,33,33,33,836,1410,816
Caesar Bjork,701862,Djurgardens IF J18,33,33,33,33,33,33,33,837,2614,1798
Grant Dietz,613839,Multiple,33,33,33,33,33,33,33,838,2083,1636
Trey Fechko,587542,Edina High,33,33,33,33,33,33,33,839,1137,768
Hunter Hayes,697448,Philadelphia L. Flyers 18U AAA,33,33,33,33,33,33,33,840,1654,1017
Marcus Broberg,470901,Multiple,33,33,33,33,33,33,33,841,780,643
Andrew Henry,478269,Philadelphia L. Flyers 18U AAA,33,33,33,33,33,33,33,842,4316,1852
Kennan Reyelts,728828,Proctor High,33,33,33,33,33,33,33,843,430,459
Ludwig Andersson,596155,Almtuna IS J18,33,33,33,33,33,33,33,844,3117,1918
Michael Horth,574584,Charlottetown Islanders,33,33,33,33,33,33,33,845,1414,1298
Otto Hokkanen,620266,Finland U18,33,33,33,33,33,33,33,846,462,423
Konsta Piirainen,598007,KalPa U18,33,33,33,33,33,33,33,847,4967,4725
Trevor Morris,879979,South Shore Kings 18U AAA 2,33,33,33,33,33,33,33,848,994,1072
Olmo Pietro Albis,489338,Ambri-Piotta U20,33,33,33,33,33,33,33,849,1474,1191
Alec Leonard,614376,Niagara IceDogs,33,33,33,33,33,33,33,850,550,585
Kai Schwindt,713317,Mississauga Steelheads,33,33,33,33,33,33,33,851,697,902
Johannes Maki,640152,Lulea HF J18,33,33,33,33,33,33,33,852,524,430
Yegor Nikitin,698211,MHK Dynamo St. Petersburg,33,33,33,33,33,33,33,853,418,472
Dyllan Gill,573869,Rouyn-Noranda Huskies,33,33,33,33,33,33,33,854,464,321
Sergei Zelenin,699150,AKM Novomoskovsk,33,33,33,33,33,33,33,855,1158,924
Vladislav Sapunov,538011,MHK Dynamo Moskva,33,33,33,33,33,33,33,856,1575,645
Ilya Zinovyev,708749,Kapitan Stupino,33,33,33,33,33,33,33,857,1148,1584
Moritz Elias,560189,Saskatoon Blades,33,33,33,33,33,33,33,858,1620,882
Finn Loftus,603702,Blaine High,33,33,33,33,33,33,33,859,477,418
Nikolay Galaguzov,710153,Shattuck St. Mary's 18U AAA,33,33,33,33,33,33,33,860,769,970
Ruslan Tyutyunnikov,712952,AKM-Junior Novomoskovsk,33,33,33,33,33,33,33,861,615,735
Chase Lariviere,481350,Tahoe Prep Academy,33,33,33,33,33,33,33,862,1385,807
Colin Ratt,649261,Sherbrooke Phoenix,33,33,33,33,33,33,33,863,950,1236
Samuel Janski,636413,Park High,33,33,33,33,33,33,33,864,4291,2355
Andrew Carls,633750,Centennial High,33,33,33,33,33,33,33,865,1275,709
Anthony Yu,526033,Shattuck St. Mary's 18U Prep,33,33,33,33,33,33,33,866,967,524
Oskari Vuorio,526049,Multiple,33,33,33,33,33,33,33,867,2006,1577
Jason Desruisseaux,574280,Val-d'Or Foreurs,33,33,33,33,33,33,33,868,1633,958
Vsevolod Komarov,709023,Quebec Remparts,33,33,33,33,33,33,33,869,628,511
Artyom Sereda,794497,Sobol Beryoza,33,33,33,33,33,33,33,870,4064,3334
Mio Bubini,705290,Mora IK J18,33,33,33,33,33,33,33,871,2053,2394
Davide Patella,573207,Merritt Centennials,33,33,33,33,33,33,33,872,2433,1936
Ivan Baranov,699299,AKM-Junior Novomoskovsk,33,33,33,33,33,33,33,873,1205,1001
Gabriel Westling,496021,Mora IK J20,33,33,33,33,33,33,33,874,810,1250
Josh Painter,664555,Simley High,33,33,33,33,33,33,33,875,1506,1099
Billal Noori,521658,Calgary Hitmen,33,33,33,33,33,33,33,876,1177,833
Logan Mcgivery,661577,Trinity College School,33,33,33,33,33,33,33,877,4264,3342
Jeremie Minville,574288,Rouyn-Noranda Huskies,33,33,33,33,33,33,33,878,1543,1277
Tyler Bishop,689427,White Bear Lake High,33,33,33,33,33,33,33,879,2123,1439
Simone Dadie,479509,North Iowa Bulls,33,33,33,33,33,33,33,880,913,969
Danila Byzov,699369,GUOR Yaroslavl,33,33,33,33,33,33,33,881,3096,2291
Ren Morque,671132,Grand Rapids High,33,33,33,33,33,33,33,882,860,639
William Vogt,724881,Sartell-St. Stephen High,33,33,33,33,33,33,33,883,1719,1418
Niklas Hubner,750194,ERC Ingolstadt,33,33,33,33,33,33,33,884,741,424
Maks Mikkola,628892,Karpat U20,33,33,33,33,33,33,33,885,2702,2212
Donovan Arsenault,574996,Multiple,33,33,33,33,33,33,33,886,280,300
Artyom Barabosha,620324,Krasnaya Armiya Moskva,33,33,33,33,33,33,33,887,445,390
Ilya Glavyuk,691676,Russkie Vityazi Chekhov,33,33,33,33,33,33,33,888,2392,1609
Yaroslav Labutkin,708570,Loko Yaroslavl,33,33,33,33,33,33,33,889,373,319
Ryan Andor,668889,Eden Prairie High,33,33,33,33,33,33,33,890,1642,1706
Kirk Mullen,485347,Blackfalds Bulldogs,33,33,33,33,33,33,33,891,866,1163
Max Martin,512382,Pembroke Lumber Kings,33,33,33,33,33,33,33,892,3424,2814
Hunter Atkinson,675194,CP Dynamo 18U AAA,33,33,33,33,33,33,33,893,2592,1732
Kk Starrett,732192,Hutchinson High,33,33,33,33,33,33,33,894,593,486
Matteus Soderbom,644200,Vaxjo Lakers HC J18,33,33,33,33,33,33,33,895,204,323
Andrew Miller,704606,Islanders Hockey Club 18U AAA,33,33,33,33,33,33,33,896,1282,706
Logan Hauer,506378,Sherwood Park Crusaders,33,33,33,33,33,33,33,897,833,955
Alexei Filimonov,713800,Multiple,33,33,33,33,33,33,33,898,1366,1787
Lauri Saastamoinen,670473,Jokerit U18,33,33,33,33,33,33,33,899,1990,1606
Joonas Makinen,709401,Jukurit U18,33,33,33,33,33,33,33,900,1237,2134
Tommi Mannisto,602874,Finland U18,33,33,33,33,33,33,33,901,896,682
Parker Murray,512188,Oakville Blades,33,33,33,33,33,33,33,902,199,162
Finn Naber,665072,Langnau U20,33,33,33,33,33,33,33,903,1843,1274
Alexei Vasilkov,538016,Kapitan Stupino,33,33,33,33,33,33,33,904,515,380
Kirill Vetrov,710023,Mamonty Yugry,33,33,33,33,33,33,33,905,925,510
Matthew Gallant,638611,Moose Jaw Warriors,33,33,33,33,33,33,33,906,1895,1664
Brennan Ali,574842,Avon Old Farms School,33,33,33,33,33,33,33,907,654,599
Chris Romaine,603640,Milton Academy,33,33,33,33,33,33,33,908,512,492
Caelum Dick,506974,Sherwood Park Crusaders,33,33,33,33,33,33,33,909,2097,1235
Ilya Barsukov,707868,Sputnik Almetievsk,33,33,33,33,33,33,33,910,1221,1119
Jake Peterson,623762,Rosemount High,33,33,33,33,33,33,33,911,892,652
Tyler Grahme,512117,St. Thomas Academy,33,33,33,33,33,33,33,912,1172,1039
Joona Niittymaki,638636,Kiekko-Espoo U20 Ch,33,33,33,33,33,33,33,913,2205,1958
Felix Riverin,572975,Shawinigan Cataractes,33,33,33,33,33,33,33,914,1957,1592
Matthew Hard,689612,Warroad High,33,33,33,33,33,33,33,915,743,564
Conner Souza,587687,Hudson Havoc,33,33,33,33,33,33,33,916,777,814
Luke Shipley,641137,Victoria Royals,33,33,33,33,33,33,33,917,876,419
Gregory Weber,676668,Bern U20,33,33,33,33,33,33,33,918,3015,2596
Zander Billins,664594,Lakeville South High,33,33,33,33,33,33,33,919,309,626
Keanu Krenn,577651,Cornwall Colts,33,33,33,33,33,33,33,920,1494,1405
Sampsa Huoponen,556926,Multiple,33,33,33,33,33,33,33,921,3872,2638
Nikita Karabatsky,794431,HK Vitebsk-2,33,33,33,33,33,33,33,922,2421,2928
Alessandro Lurati,681826,Lugano U20,33,33,33,33,33,33,33,923,3537,4207
Adam Turek,560635,HC Motor Ceske Budejovice U20,33,33,33,33,33,33,33,924,2563,2299
Vadim Rachkovich,619380,HK Brest-2,33,33,33,33,33,33,33,925,296,597
Nick Fonk,720703,Highland Park Falcons 18U AA,33,33,33,33,33,33,33,926,2794,3029
Addy Powell,761840,Cherry Creek High,33,33,33,33,33,33,33,927,691,502
Zach Espenson,658381,Windom Area High,33,33,33,33,33,33,33,928,4305,1552
Jack Selby,464675,Chicago Hawks 18U AA,33,33,33,33,33,33,33,929,3678,3158
Christian Tavare,733227,Janesville Jets 18U AAA,33,33,33,33,33,33,33,930,1582,1769
Hunter Engelman,706525,Philadelphia L. Flyers 18U AAA,33,33,33,33,33,33,33,931,959,1321
Cayden Sweitzer,693513,Chicago Bruins 18U AA,33,33,33,33,33,33,33,932,2686,2235
Jacob Hoylo,671477,Centennial High,33,33,33,33,33,33,33,933,2286,2467
Charles Roberts,830182,Texas Tigers 18U AA,33,33,33,33,33,33,33,934,3040,2304
Nick Zehelein,610887,Northwest Chargers 18U AA,33,33,33,33,33,33,33,935,4599,3163
Spencer Penner,645891,Selkirk Steelers,33,33,33,33,33,33,33,936,1683,782
Grant Webster,721065,Highland Park Falcons 18U AA,33,33,33,33,33,33,33,937,2824,2482
Aidan Czerak,921989,Northwest Chargers 18U AA,33,33,33,33,33,33,33,938,2805,2531
Stephen Reifenberger,685067,Hastings High,33,33,33,33,33,33,33,939,511,697
Dennis Bergsten,640328,Ostersunds IK J18,33,33,33,33,33,33,33,940,1444,2464
Lucas Myers,830184,Texas Tigers 18U AA,33,33,33,33,33,33,33,941,1966,2441
Lukas Kudyn,630026,Northwest Chargers 18U AA,33,33,33,33,33,33,33,942,159,242
Nils Forselius,478407,Pomfret School,33,33,33,33,33,33,33,943,3161,1920
Yegor Firsov,699811,Tolpar Ufa,33,33,33,33,33,33,33,944,2981,3581
Daniil Zhurakov,527455,AKM Novomoskovsk,33,33,33,33,33,33,33,945,1117,664
Nikita Ryzhov,690697,MHK Dynamo Moskva,33,33,33,33,33,33,33,946,1381,982
Matej Prcik,527419,Czechia U18,33,33,33,33,33,33,33,947,338,456
Vladislav Naumov,713504,Metallurg Zhlobin,33,33,33,33,33,33,33,948,566,446
Ryder Ringor,572095,Winnipeg Freeze,33,33,33,33,33,33,33,949,2197,1956
Rayan Bettahar,547264,Swift Current Broncos,33,33,33,33,33,33,33,950,318,427
Axel Skinnari,638740,Pelicans U18,33,33,33,33,33,33,33,951,4963,5231
Felix Gagnon,572982,Baie-Comeau Drakkar,33,33,33,33,33,33,33,952,1328,1993
Joshua Niedermayer,505291,Penticton Vees,33,33,33,33,33,33,33,953,177,349
Jack Hopkins,303122,Nottingham Panthers,33,33,33,33,33,33,33,954,1478,1271
Nash Mitchell,733996,Park Rapids High,33,33,33,33,33,33,33,955,1011,1498
Gabe Ludwig,558794,Seattle Thunderbirds,33,33,33,33,33,33,33,956,1788,1216
Andrei Shalimov,707887,Ladia Togliatti,33,33,33,33,33,33,33,957,147,159
Daniil Larkin,713792,Multiple,33,33,33,33,33,33,33,958,440,483
Thomas Galimberti,489353,Pelicans U20,33,33,33,33,33,33,33,959,1748,1618
Lukas Vesterlund,535700,Skelleftea AIK J20,33,33,33,33,33,33,33,960,1606,2108
Melvin Elofsson,428212,BIK Karlskoga J18,33,33,33,33,33,33,33,961,3215,4258
Jayden Grier,684599,St. Sebastian's School,33,33,33,33,33,33,33,962,3070,2202
Lukas Johansson,641676,Skelleftea AIK J20,33,33,33,33,33,33,33,963,3920,4938
Gavin Reidy,827539,Janesville Jets 18U AAA,33,33,33,33,33,33,33,964,2853,2420
Trent Wilson,638601,Surrey Eagles,33,33,33,33,33,33,33,965,897,813
Vladimir Fedoseyev,700165,Ladia Togliatti,33,33,33,33,33,33,33,966,1859,1650
Usko Laaksonen,721762,TUTO Hockey U18,33,33,33,33,33,33,33,967,2705,3014
Kirill Guryanov,690692,MHK Dynamo Moskva,33,33,33,33,33,33,33,968,1920,2389
Kevin Hanly,756791,Las Vegas Thunderbirds,33,33,33,33,33,33,33,969,2389,1914
Miha Bericic,550268,HK Slavija Junior,33,33,33,33,33,33,33,970,410,656
Nolan Widman,658920,St. Cloud Cathedral,33,33,33,33,33,33,33,971,3329,2317
Fedor Babenko,682661,HK Bled,33,33,33,33,33,33,33,972,1281,1013
Nikolai Pukhnarevich,815611,HK Lida-2,33,33,33,33,33,33,33,973,1877,2821
Max Sjoholm,578115,Timra IK J18,33,33,33,33,33,33,33,974,1806,2083
Karl Andersson,567232,Vasteras IK J18,33,33,33,33,33,33,33,975,1982,1479
Evan Arnold,507339,Sherwood Park Crusaders,33,33,33,33,33,33,33,976,2960,2585
Ben Galvin,655341,Boston Advantage 18U AAA,33,33,33,33,33,33,33,977,2597,2201
Ocean Fancy,726651,Boston Advantage 18U AAA,33,33,33,33,33,33,33,978,1035,1084
Freddie Larsson,641402,Malmo Redhawks J18,33,33,33,33,33,33,33,979,1956,3057
Lucas Buzziol,710468,Milton Menace,33,33,33,33,33,33,33,980,1604,1158
Sebastian Hung Salazar,706205,Boston Jr. Bruins 18U AAA,33,33,33,33,33,33,33,981,3803,3430
Cole Bianchin,656677,Johnstown Tomahawks,33,33,33,33,33,33,33,982,1851,2000
Samuel Huck,562423,Okotoks Oilers,33,33,33,33,33,33,33,983,1750,2045
Jack Tompkins,563382,Bay View High,33,33,33,33,33,33,33,984,3106,2274
Joey Hillukka,733995,Park Rapids High,33,33,33,33,33,33,33,985,957,1488
Roni Lehtosaari,649358,Tappara U18,33,33,33,33,33,33,33,986,371,541
Anton Johansson,701870,Leksands IF J18,33,33,33,33,33,33,33,987,377,277
Gunnar Paulson,689442,Delano High,33,33,33,33,33,33,33,988,1121,1379
Tucker Shedd,526072,Multiple,33,33,33,33,33,33,33,989,363,318
Wilhelm Forsberg,617804,Djurgardens IF J18,33,33,33,33,33,33,33,990,963,1663
Otto Stahre,486910,Frolunda HC J18,33,33,33,33,33,33,33,991,1123,1028
Dylan Gordon,620287,Mississauga Steelheads,33,33,33,33,33,33,33,992,1268,636
Simon Nemec,535846,BK Mlada Boleslav U20,33,33,33,33,33,33,33,993,1559,1147
Richard Patzelt,527416,HC Vlci Jablonec nad Nisou,33,33,33,33,33,33,33,994,1473,1565
Gabriel Mamedov,707020,Multiple,33,33,33,33,33,33,33,995,1507,1097
Carter Bies,669816,Stillwater High,33,33,33,33,33,33,33,996,1151,1204
Ryan Cutler,651887,Stouffville Spirit,33,33,33,33,33,33,33,997,1705,1421
Alex Filatyev,708981,Omskie Yastreby,33,33,33,33,33,33,33,998,2393,1611
Roope Tuomioksa,653655,HIFK U18,33,33,33,33,33,33,33,999,2923,3487
Evan Moore,566497,New Hampton School,33,33,33,33,33,33,33,1000,1505,1808
Nick Blood,617499,Holy Family Catholic,33,33,33,33,33,33,33,1001,979,1205
Maxim Nagovitsyn,700221,Multiple,33,33,33,33,33,33,33,1002,4315,3297
David Hauptvogel,655069,Kents Hill School,33,33,33,33,33,33,33,1003,2603,1954
Artyom Rudenko,697715,Tyumenski Legion,33,33,33,33,33,33,33,1004,3485,1972
Jaxon Grosdidier,693238,Northstar Christian Acad 18U AAA,33,33,33,33,33,33,33,1005,530,663
Lasse Vatanen,652537,Jokipojat U18,33,33,33,33,33,33,33,1006,2040,1677
Jacksenn Hungle,707008,Merritt Centennials,33,33,33,33,33,33,33,1007,663,1068
Lucas Sorace,561385,Chilliwack Chiefs,33,33,33,33,33,33,33,1008,726,694
Ethan Johnson,573923,Edmundston Blizzard,33,33,33,33,33,33,33,1009,1083,1240
August Hummer,634748,IF Troja-Ljungby J18,33,33,33,33,33,33,33,1010,1175,1624
Viking Gustafsson Nyberg,574619,Leksands IF J20,33,33,33,33,33,33,33,1011,362,402
Timotej Tomala,561921,HK Spisska Nova Ves,33,33,33,33,33,33,33,1012,1581,2112
Brody Beauchemin,645879,Winkler Flyers,33,33,33,33,33,33,33,1013,3740,4252
Zander Zoia,691702,Minneapolis High,33,33,33,33,33,33,33,1014,4207,1617
Jacob Schon,559250,Tingsryds AIF J18,33,33,33,33,33,33,33,1015,634,672
Arseni Gordeyev,708724,Belye Medvedi Chelyabinsk,33,33,33,33,33,33,33,1016,1993,1849
Felix-Antoine Journet,578988,Saint-Jerome Pantheres,33,33,33,33,33,33,33,1017,1229,1003
Jack Desruisseaux,634531,Tabor Academy,33,33,33,33,33,33,33,1018,2284,1588
Nikita A. Petrov,708605,Loko-76 Yaroslavl,33,33,33,33,33,33,33,1019,402,358
Cameron Maclean,660312,Acadie-Bathurst Titan,33,33,33,33,33,33,33,1020,1106,989
Anton Yatsyshin,561330,Calgary Hitmen,33,33,33,33,33,33,33,1021,787,746
Colton Bowers,726683,Northwest Stars 18U AAA,33,33,33,33,33,33,33,1022,3254,2743
Danila Kulikov,708593,Loko-76 Yaroslavl,33,33,33,33,33,33,33,1023,2827,1869
Frankie Hipp,704132,Northfield Mount Hermon School,33,33,33,33,33,33,33,1024,1675,1383
Iiro Halme,628893,Multiple,33,33,33,33,33,33,33,1025,1842,1698
Alan Lobis,477968,KooKoo U18,33,33,33,33,33,33,33,1026,1566,1144
Jake Sondreal,636409,Cretin-Derham Hall,33,33,33,33,33,33,33,1027,1321,951
Jacob Julien,702143,London Nationals,33,33,33,33,33,33,33,1028,837,1569
George Fegaras,626551,North York Rangers,33,33,33,33,33,33,33,1029,520,595
Charles-Antoine Beauregard,572389,Jonquiere Elites,33,33,33,33,33,33,33,1030,1746,1627
Anton Zakharov,543184,Kuznetskie Medvedi,33,33,33,33,33,33,33,1031,2068,1865
Kency Pierre-Noel,577427,Acadie-Bathurst Titan,33,33,33,33,33,33,33,1032,1925,1700
Eddie Paulissian,574835,Chicago Reapers 18U AAA,33,33,33,33,33,33,33,1033,1085,997
Mikhail Golovkin,698605,Ladia Togliatti,33,33,33,33,33,33,33,1034,315,281
Gabriel Sicotte,578242,Montreal-Est Rangers,33,33,33,33,33,33,33,1035,3482,2781
Ilya Panin,620328,MHK Spartak Moskva,33,33,33,33,33,33,33,1036,995,1653
Alex Dell,875738,Shattuck St. Mary's 18U AAA,33,33,33,33,33,33,33,1037,1645,1722
Cole Assailly,483435,Cranbrook Bucks,33,33,33,33,33,33,33,1038,1626,1019
Francesco Iasenza,570743,Moncton Wildcats,33,33,33,33,33,33,33,1039,480,420
Theo Hardstam,653361,AIK J18,33,33,33,33,33,33,33,1040,3672,3155
Kirill M. Volkov,620325,Krasnaya Armiya Moskva,33,33,33,33,33,33,33,1041,335,410
Zakhar Zaitsev,698217,Dynamo-576 St. Petersburg,33,33,33,33,33,33,33,1042,2958,2208
Luca Erne,705808,Fresno Monsters,33,33,33,33,33,33,33,1043,325,368
Jacob Samuelsson,643103,Huddinge IK J20,33,33,33,33,33,33,33,1044,4133,4421
Louis-Philippe Houle,658242,Longueuil College-Francais,33,33,33,33,33,33,33,1045,966,1070
Zach Nicolas,645732,Northern Cyclones,33,33,33,33,33,33,33,1046,683,1055
Josh Mori,529804,Portland Winterhawks,33,33,33,33,33,33,33,1047,1380,1285
Scott Cousins,676264,Kelowna Rockets,33,33,33,33,33,33,33,1048,1615,1243
Renat Sakharevich,707936,Neman Grodno-2,33,33,33,33,33,33,33,1049,2889,2592
Jesse Kauhanen,601768,RB Hockey Academy U18,33,33,33,33,33,33,33,1050,862,949
Erasts Nazarenko,706330,Multiple,33,33,33,33,33,33,33,1051,668,769
Caden Cabana,506683,Spruce Grove Saints,33,33,33,33,33,33,33,1052,1464,1555
Jayar Luedke,656001,Simley High,33,33,33,33,33,33,33,1053,1944,2141
Anton Claesson,567387,Multiple,33,33,33,33,33,33,33,1054,962,642
Emanuelson Charbonneau,574581,Alberni Valley Bulldogs,33,33,33,33,33,33,33,1055,249,356
Andrew Knapp,566365,CarShield AAA 18U,33,33,33,33,33,33,33,1056,208,422
Tommy Cronin,664603,St. Thomas Academy,33,33,33,33,33,33,33,1057,1069,996
Yegor A. Rodionov,698866,Omskie Yastreby,33,33,33,33,33,33,33,1058,3330,2802
Philip Sinn,564061,RB Hockey Academy U18,33,33,33,33,33,33,33,1059,1350,1496
Matthew Perry,506702,Carolina Jr. Hurricanes,33,33,33,33,33,33,33,1060,2418,1908
Albin Sundin,552611,Frolunda HC J18,33,33,33,33,33,33,33,1061,299,289
Severi Sieppi,628879,HPK U18,33,33,33,33,33,33,33,1062,4166,3311
Ivan Teltsov,699351,GUOR Yaroslavl,33,33,33,33,33,33,33,1063,5157,4690
Kalle Broed,648417,Vaxjo Lakers HC J18,33,33,33,33,33,33,33,1064,2152,1646
Zander Latreille,745248,A21 Academy U18,33,33,33,33,33,33,33,1065,3129,3628
Michael Valdez,571889,Springfield Jr. Blues,33,33,33,33,33,33,33,1066,2049,1832
Wilhem Lajeunesse,697925,Terrebonne Cobras,33,33,33,33,33,33,33,1067,491,612
Vladislav Yelatov,699596,Dynamo-Yunior St. Petersburg,33,33,33,33,33,33,33,1068,3617,4155
Noah Reinhart,674043,St. Catharines Falcons,33,33,33,33,33,33,33,1069,885,1088
German Shulenin,708714,MHK Spartak Moskva,33,33,33,33,33,33,33,1070,2888,2380
Luke Savage,623827,Hastings High,33,33,33,33,33,33,33,1071,2185,2357
Jack Reller,707596,Providence Academy,33,33,33,33,33,33,33,1072,1029,1297
Isac Born,448936,Sweden U18,33,33,33,33,33,33,33,1073,1004,1651
William Winge,607806,Vannas HC J18,33,33,33,33,33,33,33,1074,408,439
Vojtech Tvrdik,615561,HC Dynamo Pardubice U20,33,33,33,33,33,33,33,1075,4142,3862
Adam Custable,709742,Tampa Bay Juniors,33,33,33,33,33,33,33,1076,3291,2797
Ryan Bahula,689041,Tampa Bay Juniors,33,33,33,33,33,33,33,1077,2735,2437
Daniel Burda,615570,HC Dynamo Pardubice U20,33,33,33,33,33,33,33,1078,3687,2663
Matthew Rafalski,630042,RB Hockey Academy U18,33,33,33,33,33,33,33,1079,1096,994
Yevgeni Gribanov,709158,Yugra Khanty-Mansiysk U18,33,33,33,33,33,33,33,1080,1312,954
Sebastian Wilding,641903,Steel Wings Linz,33,33,33,33,33,33,33,1081,2265,2980
Jack Seaverson,623766,Chaska High,33,33,33,33,33,33,33,1082,1644,1721
Edgars Mucenieks,556647,Assat U18,33,33,33,33,33,33,33,1083,3024,2260
Noah Morneau,640816,LaSalle Vipers,33,33,33,33,33,33,33,1084,4600,3161
Michael Normore-Wells,674894,Las Vegas Thunderbirds,33,33,33,33,33,33,33,1085,3906,3282
Wyatt Wilson,483632,Victoria Royals,33,33,33,33,33,33,33,1086,457,661
Yan Tarazanov,708563,Dynamo-Yunior St. Petersburg,33,33,33,33,33,33,33,1087,3591,3214
Kodi Dotterer,633739,Phillips Exeter Academy,33,33,33,33,33,33,33,1088,3760,2511
Caden Steinke,563311,Multiple,33,33,33,33,33,33,33,1089,2453,2305
Olivier Denis,662922,Longueuil College-Francais,33,33,33,33,33,33,33,1090,3814,2529
Riku Tohila,476211,JYP U20,33,33,33,33,33,33,33,1091,534,960
Nate Hardy,623821,Hill-Murray School,33,33,33,33,33,33,33,1092,2224,1974
Albin Sterner,559225,BIK Karlskoga J18,33,33,33,33,33,33,33,1093,1345,1758
Brendan Johnson,706186,Northwest Stars 18U AAA,33,33,33,33,33,33,33,1094,599,669
